timestamp,simple-path,time
"2022-06-03 03:39:21.376","/master/welcome",526
"2022-06-03 03:39:22.473","/inventor/item/list-tool",1028
"2022-06-03 03:39:23.632","/inventor/item/show",559
"2022-06-03 03:39:24.184","/inventor/chimpum/create",523
"2022-06-03 03:39:25.264","/inventor/chimpum/create",537
"2022-06-03 03:39:25.652","/master/welcome",354
"2022-06-03 03:39:26.015","/master/welcome",341
"2022-06-03 03:39:26.566","/master/sign-in",527
"2022-06-03 03:39:27.531","/master/welcome",523
"2022-06-03 03:39:28.657","/inventor/item/list-tool",547
"2022-06-03 03:39:29.779","/inventor/item/show",1028
"2022-06-03 03:39:30.357","/inventor/chimpum/create",527
"2022-06-03 03:39:31.442","/inventor/chimpum/create",526
"2022-06-03 03:39:31.819","/master/welcome",352
"2022-06-03 03:39:32.17","/master/welcome",331
"2022-06-03 03:39:32.724","/master/sign-in",526
"2022-06-03 03:39:33.716","/master/welcome",524
"2022-06-03 03:39:34.857","/inventor/item/list-tool",551
"2022-06-03 03:39:35.983","/inventor/item/show",1031
"2022-06-03 03:39:36.534","/inventor/chimpum/create",523
"2022-06-03 03:39:37.604","/inventor/chimpum/create",530
"2022-06-03 03:39:42.515","/master/welcome",416
"2022-06-03 03:39:42.913","/master/welcome",379
"2022-06-03 03:39:43.466","/master/sign-in",524
"2022-06-03 03:39:44.468","/master/welcome",522
"2022-06-03 03:39:45.565","/inventor/item/list-tool",1031
"2022-06-03 03:39:46.69","/inventor/item/show",529
"2022-06-03 03:39:47.277","/inventor/chimpum/list-by-item",528
"2022-06-03 03:39:48.494","/inventor/chimpum/show",1035
"2022-06-03 03:39:50.063","/inventor/chimpum/list-by-item",528
"2022-06-03 03:39:51.127","/inventor/item/list-tool",1021
"2022-06-03 03:39:52.328","/inventor/item/show",564
"2022-06-03 03:39:52.881","/inventor/chimpum/list-by-item",528
"2022-06-03 03:39:59.896","/master/welcome",332
"2022-06-03 03:40:00.237","/master/welcome",321
"2022-06-03 03:40:00.786","/master/sign-in",525
"2022-06-03 03:40:01.816","/master/welcome",523
"2022-06-03 03:40:02.961","/inventor/item/list-tool",548
"2022-06-03 03:40:04.153","/inventor/item/show",560
"2022-06-03 03:40:04.694","/inventor/chimpum/list-by-item",521
"2022-06-03 03:40:05.307","/inventor/chimpum/show",526
"2022-06-03 03:40:07.451","/inventor/chimpum/list-by-item",532
"2022-06-03 03:40:08.552","/inventor/item/list-tool",549
"2022-06-03 03:40:09.708","/inventor/item/show",531
"2022-06-03 03:40:10.249","/inventor/chimpum/list-by-item",518
"2022-06-03 03:40:10.803","/master/welcome",318
"2022-06-03 03:40:11.346","/master/welcome",521
"2022-06-03 03:40:13.686","/master/welcome",306
"2022-06-03 03:40:14.019","/master/welcome",320
"2022-06-03 03:40:14.564","/master/sign-in",522
"2022-06-03 03:40:15.515","/master/welcome",524
"2022-06-03 03:40:16.642","/inventor/item/list-tool",545
"2022-06-03 03:40:17.772","/inventor/item/show",533
"2022-06-03 03:40:18.317","/inventor/chimpum/list-by-item",522
"2022-06-03 03:40:18.962","/inventor/chimpum/show",524
"2022-06-03 03:40:21.075","/inventor/chimpum/list-by-item",539
"2022-06-03 03:40:22.149","/inventor/item/list-tool",1028
"2022-06-03 03:40:23.32","/inventor/item/show",541
"2022-06-03 03:40:23.866","/inventor/chimpum/list-by-item",520
"2022-06-03 03:40:24.434","/master/welcome",338
"2022-06-03 03:40:24.979","/master/welcome",522
"2022-06-03 03:40:27.333","/master/welcome",323
"2022-06-03 03:40:27.723","/master/welcome",370
"2022-06-03 03:40:28.266","/master/sign-in",521
"2022-06-03 03:40:29.231","/master/welcome",532
"2022-06-03 03:40:30.35","/inventor/item/list-tool",536
"2022-06-03 03:40:31.545","/inventor/item/show",547
"2022-06-03 03:40:32.09","/inventor/chimpum/list-by-item",522
"2022-06-03 03:40:32.7","/inventor/chimpum/show",524
"2022-06-03 03:40:34.834","/inventor/chimpum/list-by-item",531
"2022-06-03 03:40:35.911","/inventor/item/list-tool",529
"2022-06-03 03:40:37.085","/inventor/item/show",549
"2022-06-03 03:40:37.639","/inventor/chimpum/list-by-item",526
"2022-06-03 03:40:38.203","/master/welcome",314
"2022-06-03 03:40:38.748","/master/welcome",522
"2022-06-03 03:40:41.324","/master/welcome",320
"2022-06-03 03:40:41.65","/master/welcome",306
"2022-06-03 03:40:42.199","/master/sign-in",525
"2022-06-03 03:40:43.183","/master/welcome",525
"2022-06-03 03:40:44.277","/inventor/item/list-tool",1031
"2022-06-03 03:40:45.466","/inventor/item/show",546
"2022-06-03 03:40:46.081","/inventor/chimpum/list-by-item",577
"2022-06-03 03:40:46.756","/inventor/chimpum/show",553
"2022-06-03 03:40:47.866","/inventor/chimpum/update",527
"2022-06-03 03:40:48.219","/master/welcome",326
"2022-06-03 03:40:48.597","/master/welcome",363
"2022-06-03 03:40:49.148","/master/sign-in",527
"2022-06-03 03:40:50.108","/master/welcome",532
"2022-06-03 03:40:51.198","/inventor/item/list-tool",1028
"2022-06-03 03:40:52.308","/inventor/item/show",1022
"2022-06-03 03:40:52.855","/inventor/chimpum/list-by-item",526
"2022-06-03 03:40:53.471","/inventor/chimpum/show",526
"2022-06-03 03:40:54.65","/inventor/chimpum/update",531
"2022-06-03 03:40:55.055","/master/welcome",375
"2022-06-03 03:40:55.393","/master/welcome",318
"2022-06-03 03:40:55.938","/master/sign-in",523
"2022-06-03 03:40:56.922","/master/welcome",525
"2022-06-03 03:40:58.043","/inventor/item/list-tool",548
"2022-06-03 03:40:59.257","/inventor/item/show",580
"2022-06-03 03:40:59.8","/inventor/chimpum/list-by-item",522
"2022-06-03 03:41:00.414","/inventor/chimpum/show",525
"2022-06-03 03:41:01.509","/inventor/chimpum/update",525
"2022-06-03 03:41:01.864","/master/welcome",326
"2022-06-03 03:41:02.231","/master/welcome",349
"2022-06-03 03:41:02.779","/master/sign-in",524
"2022-06-03 03:41:03.779","/master/welcome",522
"2022-06-03 03:41:04.875","/inventor/item/list-tool",1029
"2022-06-03 03:41:06.012","/inventor/item/show",532
"2022-06-03 03:41:06.557","/inventor/chimpum/list-by-item",521
"2022-06-03 03:41:07.207","/inventor/chimpum/show",544
"2022-06-03 03:41:08.371","/inventor/chimpum/update",529
"2022-06-03 03:41:08.718","/master/welcome",317
"2022-06-03 03:41:09.048","/master/welcome",312
"2022-06-03 03:41:09.594","/master/sign-in",524
"2022-06-03 03:41:10.559","/master/welcome",524
"2022-06-03 03:41:11.666","/inventor/item/list-tool",539
"2022-06-03 03:41:12.859","/inventor/item/show",527
"2022-06-03 03:41:13.411","/inventor/chimpum/list-by-item",528
"2022-06-03 03:41:14.034","/inventor/chimpum/show",527
"2022-06-03 03:41:15.159","/inventor/chimpum/update",532
"2022-06-03 03:41:15.544","/master/welcome",361
"2022-06-03 03:41:15.885","/master/welcome",317
"2022-06-03 03:41:16.44","/master/sign-in",522
"2022-06-03 03:41:17.399","/master/welcome",527
"2022-06-03 03:41:18.484","/inventor/item/list-tool",1023
"2022-06-03 03:41:19.624","/inventor/item/show",537
"2022-06-03 03:41:20.168","/inventor/chimpum/list-by-item",521
"2022-06-03 03:41:20.792","/inventor/chimpum/show",529
"2022-06-03 03:41:21.957","/inventor/chimpum/update",530
"2022-06-03 03:41:22.544","/master/welcome",555
"2022-06-03 03:41:22.912","/master/welcome",348
"2022-06-03 03:41:23.461","/master/sign-in",521
"2022-06-03 03:41:24.407","/master/welcome",520
"2022-06-03 03:41:25.538","/inventor/item/list-tool",545
"2022-06-03 03:41:26.654","/inventor/item/show",1023
"2022-06-03 03:41:27.204","/inventor/chimpum/list-by-item",527
"2022-06-03 03:41:27.818","/inventor/chimpum/show",524
"2022-06-03 03:41:28.954","/inventor/chimpum/update",529
